message,attributes,tags,timestamp
    return _ConnectionFairy._checkout(self),"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.124877962Z
           ^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.124878621Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/pool/base.py"", line 678, in __init__","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.124886391Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.124890250Z
    self.__connect(),"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.124896009Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/pool/base.py"", line 1267, in _checkout","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.124899084Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/pool/base.py"", line 916, in __connect","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.124905926Z
    fairy = _ConnectionRecord.checkout(pool),"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.124907784Z
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.124912899Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/pool/base.py"", line 716, in checkout","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.124917018Z
    rec = pool._do_get(),"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.124921222Z
          ^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.124925895Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/pool/impl.py"", line 169, in _do_get","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.124929931Z
            ^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125721146Z
"    )._exec_w_sync_on_first_run(self.dbapi_connection, self)","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125721884Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 1166, in setup_asyncpg_json_codec","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125729232Z
      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125734876Z
    await asyncpg_connection.set_type_codec(,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125738034Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/event/attr.py"", line 473, in _exec_w_sync_on_first_run","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125746329Z
"  File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 1221, in set_type_codec","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125746855Z
"    self(*args, **kw)","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125753994Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/event/attr.py"", line 487, in __call__","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125759930Z
"    fn(*args, **kw)","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125765033Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/create.py"", line 704, in on_connect","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125769787Z
    do_on_connect(dbapi_connection),"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125774209Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 1240, in connect","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125783496Z
    conn.await_(self.setup_asyncpg_json_codec(conn)),"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125789009Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 125, in await_only","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125794122Z
    return current.driver.switch(awaitable)  # type: ignore[no-any-return],"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125799843Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125804869Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 185, in greenlet_spawn","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125809458Z
    value = await result,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.125814222Z
"    typeinfo = await self._introspect_type(typename, schema)","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126904722Z
"  File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 397, in _get_statement","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126910474Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126915289Z
    statement = await self._protocol.prepare(,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126920190Z
"  File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 472, in _introspect_type","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126923155Z
    rows = await self._execute(,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126927271Z
           ^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126930900Z
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126938014Z
"  File ""asyncpg/protocol/protocol.pyx"", line 168, in prepare","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126943614Z
"asyncpg.exceptions.DuplicatePreparedStatementError: prepared statement ""__asyncpg_stmt_4__"" already exists","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126949676Z
HINT:  ,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126955656Z
"NOTE: pgbouncer with pool_mode set to ""transaction"" or","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126966054Z
"  File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 1659, in _execute","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126974532Z
"    result, _ = await self.__execute(","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126982458Z
                ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126986249Z
"  File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 1684, in __execute","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126990377Z
    return await self._do_execute(,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126994010Z
           ^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.126997842Z
"  File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 1711, in _do_execute","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.127001139Z
    stmt = await self._get_statement(,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.127004684Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.127008400Z
"""statement"" does not support prepared statements properly.","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.128245160Z
You have two options:,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.128250542Z
,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.128255670Z
* if you are using pgbouncer for connection pooling to a,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.128260770Z
"  single server, switch to the connection pool functionality","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.128265500Z
"  provided by asyncpg, it is a much better option for this","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.128270454Z
  purpose;,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:57:46.128274316Z
